Make,Model,Year,Price,Mileage,Manufacture_Date
Ford,Minivan,2008,28097,158074,2000-09-01
Mercedes-Benz,SUV,2008,69824,81219,2006-06-06
BMW,Sedan,2022,28525,143532,2001-04-24
Honda,Convertible,2017,62804,119783,2005-04-19
Nissan,SUV,2009,20043,161554,2015-10-06
Nissan,Coupe,2020,46846,147519,2000-03-28
Volkswagen,SUV,2003,55227,179300,2000-06-27
Volkswagen,Hatchback,2011,58028,83265,2000-06-11
Mercedes-Benz,Coupe,2007,42383,50126,2007-03-25
Mercedes-Benz,SUV,2001,34483,20545,2006-06-06
Ford,SUV,2021,12265,55114,2006-08-18
Chevrolet,Coupe,2012,27763,93740,2011-10-08
Mercedes-Benz,Sedan,2020,20733,188873,2011-05-05
Nissan,Minivan,2015,42420,13890,2012-04-30
Audi,Minivan,2001,14247,121284,2003-05-02
Mercedes-Benz,Convertible,2010,28840,52482,2006-10-10
BMW,Convertible,2009,70149,194469,2002-07-18
Nissan,Minivan,2014,26058,132812,2021-10-15
Mercedes-Benz,Sedan,2016,39929,161193,2004-02-11
Toyota,SUV,2007,36362,142290,2001-02-24
Toyota,Convertible,2017,52356,71591,2015-12-18
Toyota,Sedan,2022,11041,88241,2011-12-07
Chevrolet,Sedan,2008,66954,34722,2003-12-20
Hyundai,Convertible,2007,66869,49431,2015-11-29
BMW,Minivan,2013,26059,182615,2021-07-20
BMW,Coupe,2017,49722,42000,2000-04-16
Nissan,Truck,2021,22548,71975,2011-02-01
Audi,Minivan,2019,20078,30921,2022-09-11
Nissan,Coupe,2019,10419,99265,2005-03-18
Ford,Minivan,2020,40490,88747,2020-12-10
Honda,SUV,2011,63760,161686,2009-10-10
Toyota,Coupe,2018,35337,192261,2014-09-20
Audi,Hatchback,2013,6468,17601,2000-02-12
Honda,Truck,2016,29309,93332,2017-06-25
Honda,Minivan,2020,71344,123254,2004-04-26
Honda,Truck,2002,77255,151586,2016-08-09
Chevrolet,Sedan,2022,33718,198684,2016-02-11
Mercedes-Benz,Hatchback,2006,42841,119004,2009-10-17
Honda,SUV,2016,78548,147364,2008-11-12
Mercedes-Benz,Sedan,2011,51660,162582,2014-05-11
Volkswagen,Coupe,2008,55281,28000,2005-11-04
Toyota,Coupe,2014,5767,130439,2010-08-28
Honda,Convertible,2017,8895,119277,2011-10-31
BMW,Sedan,2020,63026,30383,2015-10-25
Mercedes-Benz,Hatchback,2012,47968,142857,2015-12-16
BMW,Sedan,2020,45097,40910,2010-06-12
BMW,Sedan,2007,20332,170100,2000-10-22
Hyundai,Sedan,2013,19621,155927,2001-02-17
Honda,Truck,2007,23174,24281,2016-04-22
Volkswagen,Convertible,2013,45502,113838,2017-03-10
Audi,Minivan,2006,41674,4841,2018-04-04
BMW,SUV,2022,42260,97204,2022-06-09
Toyota,SUV,2011,47498,60155,2000-06-26
Ford,SUV,2010,72609,157990,2011-12-03
BMW,Truck,2021,54464,56313,2016-03-11
Toyota,Convertible,2021,76805,111688,2015-01-04
Nissan,Hatchback,2010,69919,148515,2008-12-15
Toyota,Convertible,2021,59469,163322,2018-04-23
Chevrolet,Truck,2012,22194,132994,2014-10-06
Audi,Hatchback,2017,31811,31976,2000-10-16
Nissan,Sedan,2001,77377,143063,2001-02-11
Hyundai,Coupe,2020,48723,104405,2001-11-24
Toyota,Sedan,2014,64238,53744,2003-03-15
Toyota,SUV,2019,7147,153805,2021-04-22
Mercedes-Benz,Sedan,2017,43445,2473,2008-05-02
Volkswagen,Truck,2014,58803,139180,2015-02-21
Audi,SUV,2018,66108,28715,2013-09-01
Chevrolet,Coupe,2022,7013,163282,2010-09-29
BMW,Hatchback,2011,58502,37317,2019-01-31
Chevrolet,Hatchback,2012,42755,65516,2009-01-25
Hyundai,SUV,2021,13733,164434,2011-10-28
Honda,Minivan,2010,14479,54604,2004-08-15
Honda,Minivan,2004,26304,4889,2001-04-12
Chevrolet,Sedan,2000,40694,73748,2006-08-19
Hyundai,Minivan,2002,14490,31971,2019-12-06
BMW,Convertible,2021,26252,50551,2012-05-04
Nissan,Convertible,2018,11862,134273,2012-12-04
Volkswagen,Hatchback,2022,74959,108957,2014-09-15
Volkswagen,Convertible,2006,15450,89882,2020-08-24
Chevrolet,SUV,2011,61022,37958,2004-01-26
Volkswagen,Convertible,2014,66991,5681,2010-04-07
Chevrolet,Truck,2004,45927,101982,2022-01-24
Honda,Hatchback,2014,54853,46870,2006-11-08
Toyota,Coupe,2007,36826,128396,2021-07-04
Nissan,Convertible,2009,47879,67203,2019-04-26
Volkswagen,Truck,2015,62265,159224,2001-02-03
Ford,Truck,2007,77361,50061,2011-12-31
Honda,SUV,2000,45736,188691,2004-03-19
Hyundai,Hatchback,2011,29530,58235,2019-09-03
Ford,SUV,2004,52058,37890,2013-06-11
Mercedes-Benz,Coupe,2002,79094,90073,2012-05-06
Volkswagen,Coupe,2000,79255,61401,2016-07-26
Chevrolet,Sedan,2003,9886,11217,2016-11-04
Volkswagen,Coupe,2007,42387,48351,2011-04-17
BMW,Hatchback,2002,26575,33741,2006-07-23
BMW,Minivan,2009,44643,151726,2010-10-25
Audi,Minivan,2001,15100,192386,2001-03-25
Nissan,Hatchback,2010,65356,1408,2001-01-14
BMW,SUV,2009,12856,42903,2019-12-12
Toyota,Truck,2020,43169,107042,2006-04-20
Chevrolet,Sedan,2013,33804,132290,2021-02-09
Volkswagen,Minivan,2006,40790,181644,2015-11-10
Nissan,Minivan,2001,35988,189870,2019-10-04
Nissan,Coupe,2008,43506,122189,2013-06-06
Mercedes-Benz,Truck,2015,72306,109268,2016-06-04
Ford,SUV,2012,17305,30105,2019-07-02
Audi,Convertible,2008,14969,69634,2001-08-22
Volkswagen,Sedan,2019,17404,117426,2019-12-15
Audi,Hatchback,2003,13989,196135,2021-09-08
Nissan,Truck,2021,70305,138691,2004-04-16
BMW,SUV,2009,40983,143011,2002-12-30
Honda,SUV,2021,44462,18226,2016-12-13
Audi,Sedan,2011,24360,25322,2003-12-29
Toyota,Sedan,2016,31287,117504,2022-01-11
Honda,Coupe,2013,70472,58215,2013-07-05
Chevrolet,Coupe,2013,66313,147950,2003-09-16
Honda,Hatchback,2001,39160,137632,2017-09-21
Toyota,Hatchback,2020,11789,169350,2010-08-30
Ford,Sedan,2019,32181,167284,2021-12-28
Volkswagen,Sedan,2010,19385,94835,2008-02-11
Audi,Truck,2015,70641,73079,2008-04-30
BMW,Coupe,2018,49247,23946,2019-02-03
Ford,SUV,2022,10544,162812,2019-07-19
Toyota,Minivan,2005,18275,110733,2018-12-22
Ford,Minivan,2018,68248,7253,2004-09-28
Audi,Minivan,2004,39550,79311,2021-07-19
Ford,Coupe,2003,58693,32813,2014-08-15
Chevrolet,Coupe,2014,24641,195403,2013-12-29
Mercedes-Benz,Sedan,2003,76749,158704,2008-06-08
Audi,Minivan,2019,20605,48365,2021-05-12
Volkswagen,Sedan,2009,55713,67593,2020-08-10
Honda,Coupe,2021,25390,164503,2013-04-30
Audi,Convertible,2002,63466,168508,2004-03-09
Toyota,Convertible,2004,8981,149485,2002-12-17
Ford,Hatchback,2005,14493,38485,2021-11-20
Audi,Coupe,2020,76218,199304,2009-09-01
Ford,Minivan,2021,76318,111504,2001-12-17
BMW,Convertible,2007,21984,16101,2017-01-20
Hyundai,Hatchback,2006,27760,8831,2000-07-23
Volkswagen,Hatchback,2020,6524,51897,2018-07-29
Nissan,Coupe,2009,54402,5004,2011-03-18
Hyundai,Hatchback,2005,70614,45924,2015-01-04
Audi,Sedan,2013,40891,152581,2015-09-19
Toyota,Sedan,2003,44832,37170,2019-10-07
Mercedes-Benz,Sedan,2012,50836,43555,2016-11-06
Volkswagen,SUV,2019,78953,145734,2013-04-04
Nissan,Sedan,2016,18362,118115,2022-03-09
BMW,Minivan,2022,71745,104216,2005-07-11
Mercedes-Benz,Sedan,2006,42921,65930,2013-10-30
Honda,Coupe,2003,75434,178475,2021-06-14
Ford,Convertible,2013,23562,36365,2003-12-09
Hyundai,Minivan,2002,69510,62188,2011-03-10
Mercedes-Benz,Convertible,2004,12610,98633,2014-01-14
Ford,Sedan,2015,20791,157745,2005-08-14
Nissan,Sedan,2022,63047,63471,2020-08-12
BMW,Sedan,2019,72906,148228,2019-07-27
Nissan,Hatchback,2003,24665,57287,2011-12-17
BMW,Coupe,2001,75246,132717,2012-05-14
BMW,Coupe,2017,70864,59076,2006-05-01
Chevrolet,Coupe,2018,51451,116475,2015-04-09
Chevrolet,Convertible,2018,50890,50151,2003-05-29
Volkswagen,Minivan,2016,11794,67384,2006-08-13
Chevrolet,Minivan,2013,37888,99865,2017-10-08
Chevrolet,SUV,2018,11749,33541,2016-11-20
Ford,Convertible,2021,51531,72847,2015-12-27
Audi,Coupe,2012,25608,50955,2019-06-07
Hyundai,Truck,2011,74211,140362,2013-09-18
Hyundai,SUV,2005,61017,190014,2004-05-01
Honda,Sedan,2020,62676,161215,2021-07-25
Toyota,Hatchback,2003,16560,155581,2006-08-24
BMW,Convertible,2018,59401,87780,2015-08-31
Nissan,Hatchback,2015,55468,167813,2013-07-01
Ford,SUV,2012,37463,157970,2011-12-02
BMW,Minivan,2003,36663,99919,2021-06-11
Toyota,Truck,2022,73706,112854,2014-09-19
Chevrolet,SUV,2016,63773,194020,2001-02-06
Honda,Convertible,2022,38123,61768,2017-12-24
Chevrolet,Coupe,2000,14718,43262,2013-04-27
BMW,Sedan,2017,67637,136578,2022-04-21
Honda,Coupe,2019,5028,20605,2000-03-05
Toyota,Coupe,2016,67370,78590,2006-02-15
Nissan,Convertible,2014,52599,28231,2021-04-10
Nissan,Coupe,2010,22397,79397,2000-06-21
Volkswagen,Coupe,2021,50406,77123,2021-09-22
Mercedes-Benz,Convertible,2012,52657,13515,2007-04-29
Mercedes-Benz,Convertible,2000,72560,87211,2010-12-19
Nissan,Truck,2016,18503,169694,2017-12-01
Mercedes-Benz,Coupe,2005,59943,16600,2002-08-06
Hyundai,SUV,2003,30345,158964,2004-08-21
Audi,Minivan,2019,55390,69310,2013-01-09
Toyota,Sedan,2015,64557,152873,2017-03-14
Audi,Hatchback,2014,70054,168767,2000-05-22
Mercedes-Benz,Sedan,2014,6906,159925,2016-06-06
Chevrolet,Convertible,2005,45167,135501,2018-03-19
Volkswagen,Hatchback,2014,12961,135678,2012-07-17
Mercedes-Benz,Convertible,2013,31140,135550,2013-12-05
Ford,Minivan,2010,63701,114380,2003-12-31
BMW,Minivan,2006,33561,171206,2010-08-23
Honda,Truck,2008,55568,111780,2002-04-17
Chevrolet,Coupe,2015,78302,156547,2016-01-03
BMW,Convertible,2004,34504,66177,2006-06-27
Hyundai,Minivan,2019,42146,152802,2008-09-09
Volkswagen,Convertible,2009,45297,152185,2016-05-21
Ford,Sedan,2017,73607,151083,2002-06-01
Hyundai,Coupe,2002,21939,55746,2008-09-06
Hyundai,Truck,2012,55715,123075,2005-08-02
Hyundai,Minivan,2010,49460,173925,2018-06-07
Nissan,Convertible,2016,71576,85195,2017-06-12
BMW,Convertible,2021,73222,36818,2016-05-21
Honda,Convertible,2012,17666,168393,2020-09-14
Audi,Sedan,2005,67119,21309,2016-02-26
Ford,Minivan,2016,40321,149760,2021-10-22
Audi,Convertible,2012,6779,28176,2014-07-22
Ford,Convertible,2018,18186,68879,2001-08-12
Toyota,Sedan,2020,21459,67592,2013-11-11
Nissan,Convertible,2018,10057,84728,2009-12-12
Ford,Coupe,2009,65663,140488,2005-06-13
Mercedes-Benz,Coupe,2002,23733,171066,2017-11-02
Mercedes-Benz,Sedan,2013,24157,197494,2003-06-12
Toyota,Coupe,2018,40030,8584,2007-11-06
Honda,Hatchback,2004,24613,124555,2010-03-27
Volkswagen,Hatchback,2004,10188,93302,2001-07-25
Nissan,Hatchback,2019,34680,122408,2011-07-24
Hyundai,Truck,2016,65119,18830,2001-09-29
BMW,Convertible,2020,79400,77066,2022-07-16
Chevrolet,Truck,2009,60718,3591,2013-05-14
Nissan,Coupe,2004,41445,93878,2012-01-10
Toyota,Sedan,2003,10796,125407,2010-01-20
Mercedes-Benz,Hatchback,2005,52218,116869,2019-11-14
BMW,Sedan,2003,44131,21395,2012-11-24
Ford,Truck,2006,13123,185254,2015-06-14
Honda,Coupe,2006,13222,16738,2000-06-08
Honda,Minivan,2017,29074,133703,2016-04-04
Volkswagen,Convertible,2002,34825,148977,2001-08-03
Volkswagen,Minivan,2000,41839,19056,2020-10-08
Nissan,Coupe,2003,73322,121656,2012-04-01
Chevrolet,Hatchback,2005,61321,115316,2019-05-14
Toyota,Coupe,2008,30988,166519,2013-11-07
BMW,Sedan,2021,40507,54418,2011-11-07
Mercedes-Benz,SUV,2013,28806,37190,2003-10-26
Toyota,Hatchback,2011,41901,26014,2002-07-10
Toyota,Minivan,2019,22043,181350,2007-08-05
Audi,Convertible,2003,14752,125563,2012-03-20
Audi,Hatchback,2020,73993,1780,2012-07-12
Ford,Hatchback,2011,47616,190330,2009-05-27
Chevrolet,Convertible,2009,57127,42192,2018-06-08
Ford,Minivan,2021,79777,190372,2005-02-08
BMW,Hatchback,2006,5453,104875,2001-12-25
Mercedes-Benz,Sedan,2002,15976,99129,2001-12-12
Mercedes-Benz,Coupe,2022,75404,43923,2021-02-09
Toyota,Sedan,2013,38688,89196,2013-11-28
Volkswagen,Coupe,2009,7017,2395,2001-01-25
Mercedes-Benz,SUV,2015,12957,102449,2012-04-14
Volkswagen,Hatchback,2015,9792,121747,2022-03-22
Volkswagen,SUV,2021,60982,146851,2018-06-22
BMW,Truck,2009,18237,71028,2016-08-10
Chevrolet,Minivan,2012,56586,160794,2012-04-21
Toyota,Coupe,2005,24252,138183,2009-10-12
Mercedes-Benz,Sedan,2011,15707,141056,2021-04-09
Hyundai,Sedan,2008,39206,93176,2006-04-30
Chevrolet,Hatchback,2012,8543,26924,2018-07-18
Audi,Sedan,2003,49135,183775,2018-11-27
Hyundai,Truck,2010,40031,32577,2009-12-21
BMW,Convertible,2019,47929,138783,2017-05-09
Chevrolet,Sedan,2017,70747,85548,2007-02-22
BMW,Hatchback,2010,62851,125093,2017-01-31
Chevrolet,SUV,2020,60311,135168,2021-05-16
Volkswagen,Minivan,2003,70867,66555,2002-01-27
Toyota,Sedan,2017,62196,89848,2013-12-04
Mercedes-Benz,Sedan,2000,78705,8254,2017-01-11
Nissan,Sedan,2006,62894,125410,2015-05-04
Honda,Hatchback,2005,19591,137037,2016-10-04
Toyota,Minivan,2014,53893,189059,2007-06-18
Volkswagen,Convertible,2017,5727,103025,2009-03-22
Volkswagen,Sedan,2010,26359,130509,2009-07-29
Nissan,Convertible,2019,48822,32963,2022-05-19
Volkswagen,Convertible,2014,15929,3273,2015-06-13
Hyundai,Minivan,2015,65091,15330,2013-01-18
Volkswagen,Minivan,2006,28519,152566,2012-09-07
Audi,Truck,2020,22393,76422,2004-12-26
Mercedes-Benz,SUV,2009,39318,122089,2003-03-31
Toyota,Sedan,2011,79531,3212,2004-06-25
Honda,Sedan,2013,52934,87594,2019-10-24
Hyundai,Sedan,2004,33840,132152,2022-12-11
Hyundai,Convertible,2020,18265,32675,2004-10-12
Honda,Minivan,2017,10424,22007,2015-11-15
Volkswagen,Coupe,2004,25625,113805,2022-02-23
Chevrolet,SUV,2002,34187,82641,2007-03-05
Hyundai,Hatchback,2022,40929,95815,2020-10-19
Hyundai,Sedan,2004,66892,46815,2021-11-28
Toyota,Coupe,2016,25539,83482,2016-09-20
Nissan,Coupe,2018,61630,639,2007-08-25
Audi,Minivan,2018,14215,63593,2006-11-05
Honda,Coupe,2020,44385,78038,2022-11-22
Volkswagen,SUV,2011,30008,93899,2013-06-26
BMW,Coupe,2008,53928,3736,2002-12-16
BMW,Hatchback,2000,29976,16473,2013-04-26
Chevrolet,Sedan,2017,32626,128771,2012-03-11
Hyundai,Hatchback,2020,64789,125801,2006-02-26
Hyundai,Sedan,2003,9700,165091,2003-08-18
Nissan,Truck,2009,68645,107598,2010-08-09
Hyundai,Convertible,2006,78396,86623,2004-08-15
BMW,Coupe,2021,12526,36820,2008-03-04
Honda,Hatchback,2022,44500,57589,2005-09-07
Chevrolet,Convertible,2000,73049,196879,2004-01-01
Nissan,Convertible,2016,78366,18414,2000-03-13
Audi,Convertible,2001,64117,127378,2016-07-05
BMW,Convertible,2010,61096,24220,2012-08-16
Ford,Convertible,2008,12910,60531,2007-08-28
Toyota,Sedan,2006,76185,110002,2021-02-16
Nissan,SUV,2021,55248,173497,2012-05-13
Nissan,Coupe,2016,79656,9387,2006-10-29
BMW,Coupe,2016,6951,76815,2011-08-02
Chevrolet,Sedan,2001,70212,27584,2009-10-16
Toyota,Hatchback,2005,46954,44783,2022-03-06
Honda,Sedan,2013,13804,170881,2015-09-07
Honda,Minivan,2005,5595,185399,2000-02-02
Hyundai,Convertible,2001,34592,124494,2011-12-22
Ford,SUV,2000,45643,115814,2009-11-07
Mercedes-Benz,Coupe,2009,67665,130752,2006-07-20
BMW,Hatchback,2020,25823,141929,2018-05-11
Chevrolet,Truck,2004,10972,173333,2018-08-04
Toyota,Sedan,2001,20882,73588,2007-05-01
Chevrolet,Truck,2021,71394,148067,2003-11-02
Mercedes-Benz,Coupe,2015,76055,13580,2002-03-28
Honda,Sedan,2001,28769,18240,2016-12-25
Chevrolet,Coupe,2009,30020,83446,2012-06-28
Honda,Sedan,2001,47748,104533,2012-12-06
Honda,Hatchback,2015,49912,177183,2006-09-04
Ford,Coupe,2015,17879,165938,2018-09-11
Honda,Minivan,2018,38798,80974,2003-04-25
Volkswagen,Truck,2006,51073,73401,2018-03-08
Honda,SUV,2021,71983,143283,2001-08-22
Toyota,Hatchback,2011,48005,190057,2015-01-02
Toyota,Minivan,2014,7850,164340,2005-01-20
Toyota,Hatchback,2007,33400,3646,2018-01-18
Nissan,Sedan,2005,16953,186443,2021-07-10
BMW,Truck,2009,28535,42816,2005-03-02
BMW,Coupe,2002,9055,89460,2001-11-10
BMW,Truck,2018,43170,44112,2008-11-26
Volkswagen,Hatchback,2016,33251,51048,2005-01-09
Toyota,Sedan,2006,9532,185983,2005-12-17
Hyundai,Truck,2020,9924,132850,2022-04-17
BMW,Minivan,2019,53037,45752,2000-05-28
Mercedes-Benz,Coupe,2003,76621,70726,2004-02-04
Mercedes-Benz,Convertible,2013,75400,158361,2004-10-10
Chevrolet,Hatchback,2019,15702,44788,2004-07-04
Nissan,SUV,2021,20385,4747,2008-03-14
Hyundai,SUV,2014,14336,45,2018-03-10
Honda,Hatchback,2007,70421,7758,2020-03-14
Toyota,Convertible,2020,36225,125076,2010-01-15
Volkswagen,Sedan,2014,41021,154509,2001-07-30
Nissan,Truck,2021,8782,150657,2013-01-31
Ford,Truck,2019,54111,140926,2022-06-01
Ford,Convertible,2013,47719,183148,2008-02-20
Audi,Minivan,2008,54037,56950,2021-03-27
Honda,Convertible,2007,8513,148421,2010-10-23
Toyota,Coupe,2016,18335,152420,2017-12-01
Nissan,Coupe,2001,49140,165368,2005-08-07
Ford,SUV,2002,39840,19455,2004-06-15
Audi,Sedan,2007,36007,185093,2004-01-28
Volkswagen,Sedan,2011,61947,170365,2009-10-03
Toyota,Minivan,2000,31393,88552,2004-12-07
Ford,Convertible,2009,62480,46116,2009-10-31
BMW,SUV,2019,14107,120461,2009-08-21
Mercedes-Benz,SUV,2002,10993,40484,2016-02-22
Audi,Coupe,2005,57066,161287,2020-12-04
Volkswagen,Truck,2006,47942,81638,2019-04-12
Ford,Minivan,2019,21138,134476,2009-01-24
Volkswagen,Sedan,2022,49527,168332,2006-04-24
Honda,Minivan,2017,14190,100647,2021-07-24
Chevrolet,SUV,2010,60698,65642,2005-05-21
Audi,Coupe,2018,34086,46009,2021-12-05
Nissan,Coupe,2004,22322,128824,2014-12-15
Nissan,Coupe,2018,8435,29605,2018-11-19
Ford,Minivan,2010,58331,110879,2009-06-20
BMW,Truck,2011,33942,184277,2013-01-30
BMW,SUV,2009,64635,168641,2010-03-19
Honda,Convertible,2007,34059,120827,2011-12-14
Nissan,Convertible,2008,62557,5580,2020-08-30
Audi,Coupe,2003,57389,114902,2000-01-28
Mercedes-Benz,Coupe,2004,58014,5400,2009-07-23
BMW,Truck,2020,37826,170715,2017-08-02
Nissan,Coupe,2007,35297,96032,2014-07-07
Chevrolet,Hatchback,2022,48890,127319,2016-11-12
Audi,SUV,2008,26322,106960,2003-03-19
Mercedes-Benz,Coupe,2014,40739,39015,2000-12-04
Chevrolet,Coupe,2014,14719,71713,2002-04-21
Nissan,SUV,2015,13314,146046,2000-10-20
Ford,Sedan,2013,41113,145109,2017-12-15
Hyundai,Hatchback,2007,20357,147239,2004-07-05
Hyundai,Hatchback,2017,25365,88754,2013-05-30
Honda,Convertible,2009,44029,43148,2012-05-23
Honda,Coupe,2019,6737,152606,2015-05-16
Mercedes-Benz,SUV,2005,79632,122790,2010-05-29
Chevrolet,Convertible,2011,32499,86078,2022-09-02
Nissan,Minivan,2001,51157,56879,2020-03-12
Nissan,Minivan,2006,61247,119894,2002-06-18
Ford,Truck,2015,46034,65839,2009-07-09
Volkswagen,Minivan,2002,5294,29756,2004-10-10
Honda,Minivan,2012,29596,143755,2016-09-09
Volkswagen,Sedan,2002,16434,180557,2006-03-03
Volkswagen,Coupe,2017,63382,142097,2004-06-21
Ford,Sedan,2010,43098,149787,2019-03-03
Volkswagen,Coupe,2007,9655,92943,2019-03-22
Volkswagen,Coupe,2005,51228,148188,2022-04-24
Ford,Coupe,2000,8771,36744,2012-11-14
BMW,Sedan,2000,79099,124697,2018-06-10
Volkswagen,Hatchback,2022,61799,116072,2002-10-10
Honda,Truck,2007,67257,133196,2009-01-12
Ford,Hatchback,2004,22558,169123,2004-02-15
Audi,SUV,2015,63436,7176,2013-02-24
Volkswagen,SUV,2010,37376,91310,2002-09-04
BMW,Minivan,2004,34332,195890,2004-12-22
Honda,Hatchback,2003,51737,149748,2013-06-02
Toyota,Truck,2005,78970,45177,2018-08-12
Honda,Minivan,2013,56952,110623,2001-04-18
Chevrolet,Truck,2021,25991,997,2001-07-21
Audi,Coupe,2018,32472,190402,2021-10-23
Hyundai,Coupe,2008,64946,174841,2006-03-08
Nissan,SUV,2011,31849,120179,2022-03-26
Chevrolet,Coupe,2010,6541,120403,2011-10-20
Ford,Minivan,2013,7765,142303,2005-06-05
Ford,Coupe,2022,48074,95287,2003-01-01
Nissan,Truck,2015,34283,119574,2018-02-05
Mercedes-Benz,Sedan,2000,5769,121509,2009-10-10
Mercedes-Benz,Hatchback,2012,22806,85447,2017-10-15
Nissan,Convertible,2022,7972,109522,2009-12-25
Ford,Convertible,2020,23256,187037,2006-08-16
Honda,Coupe,2020,23653,81144,2011-09-19
Audi,Coupe,2012,44339,192589,2001-11-04
BMW,Hatchback,2001,30757,92693,2007-09-03
Hyundai,Convertible,2003,47399,94315,2020-01-08
Audi,Truck,2005,49013,27387,2006-06-27
Nissan,Convertible,2022,19706,4090,2012-05-27
Ford,Convertible,2004,43231,120846,2002-12-02
Mercedes-Benz,Minivan,2002,32909,156017,2014-11-15
Ford,Convertible,2000,62572,40239,2022-02-07
Mercedes-Benz,Coupe,2003,68767,3743,2001-11-18
Audi,Minivan,2019,31469,30924,2000-03-09
Chevrolet,Coupe,2001,6313,141268,2018-07-19
Honda,Hatchback,2004,12847,130160,2001-02-23
Audi,Convertible,2002,55222,91815,2018-11-13
Honda,Coupe,2008,79702,105312,2015-04-25
Volkswagen,Hatchback,2019,14930,68860,2016-09-17
Audi,Convertible,2005,8285,172472,2010-08-28
Toyota,Truck,2017,40863,80399,2001-03-15
Toyota,Coupe,2005,21704,48795,2003-04-23
Honda,Sedan,2018,23705,51553,2007-01-07
Volkswagen,Hatchback,2011,5555,103976,2020-06-10
Honda,Coupe,2010,26323,155183,2003-06-07
Nissan,Truck,2001,75968,113566,2008-10-14
Toyota,Truck,2014,71922,194155,2009-09-19
Ford,Coupe,2011,58915,119968,2001-09-06
Honda,SUV,2011,15619,61600,2008-06-05
Honda,Hatchback,2008,77390,50022,2009-07-22
Hyundai,Convertible,2020,64274,134271,2009-09-13
BMW,Convertible,2001,78173,50897,2022-03-08
BMW,Truck,2021,26225,38038,2005-03-15
Mercedes-Benz,Coupe,2002,31739,123323,2015-07-21
Volkswagen,SUV,2011,52708,186110,2018-06-26
Toyota,Hatchback,2015,58019,120278,2016-01-19
Toyota,Sedan,2020,12373,111054,2004-09-08
BMW,Convertible,2000,40281,7897,2006-05-18
Honda,Minivan,2020,25187,64541,2003-04-09
Honda,Hatchback,2002,72863,106968,2018-07-26
Toyota,Hatchback,2019,44220,14892,2022-05-07
Volkswagen,SUV,2001,12642,139343,2013-06-07
Chevrolet,Hatchback,2008,60556,24815,2003-10-10
Nissan,Convertible,2018,38760,45612,2002-01-19
Hyundai,Coupe,2014,43192,164429,2014-06-28
Toyota,Convertible,2017,9381,16267,2000-10-27
Mercedes-Benz,Sedan,2010,24558,18268,2012-11-08
Chevrolet,Coupe,2022,35782,114463,2012-08-29
Toyota,Truck,2015,9782,145335,2010-07-04
Hyundai,SUV,2021,59712,95347,2000-10-04
BMW,Convertible,2016,24462,190732,2010-09-22
Toyota,Coupe,2004,65030,196599,2020-01-03
Chevrolet,Hatchback,2011,73519,194451,2005-12-01
Nissan,Coupe,2010,61411,94542,2003-10-21
Honda,Convertible,2014,60206,172343,2012-12-15
Audi,Truck,2002,51950,66612,2009-06-30
BMW,Convertible,2000,7523,138307,2016-10-24
Chevrolet,Truck,2019,65926,88757,2016-05-05
Mercedes-Benz,Hatchback,2015,14677,147489,2010-06-13
Mercedes-Benz,Convertible,2001,20089,98075,2013-10-16
Ford,Coupe,2001,9581,34609,2016-05-30
Audi,Sedan,2002,16907,102785,2006-09-17
Toyota,Sedan,2007,10609,164974,2000-01-25
Ford,Hatchback,2014,56153,23645,2016-04-28
Mercedes-Benz,Minivan,2006,55539,193945,2006-12-31
Toyota,Minivan,2005,49143,195630,2020-11-23
Ford,Coupe,2008,27936,62233,2000-03-01
Toyota,Sedan,2019,55182,111443,2021-01-05
Nissan,Hatchback,2000,18163,154473,2000-05-02
Audi,Truck,2007,64758,7771,2015-05-18
BMW,Coupe,2022,51057,172407,2003-04-01
BMW,Minivan,2022,17537,198521,2014-02-14
BMW,Truck,2002,27419,102601,2021-07-13
Mercedes-Benz,Coupe,2003,47578,133014,2011-03-13
Nissan,Truck,2014,79991,151460,2006-10-08
Hyundai,Truck,2005,79599,125224,2020-05-25
Audi,Sedan,2014,5834,83251,2008-02-12
Chevrolet,Coupe,2020,37214,57042,2022-03-10
Volkswagen,Convertible,2002,7413,53740,2003-08-03
Hyundai,Sedan,2020,14505,196945,2022-11-07
Chevrolet,Truck,2020,7105,47024,2006-01-21
BMW,Truck,2013,73104,154522,2018-08-06
Chevrolet,Minivan,2019,63408,56965,2022-12-09
Toyota,Convertible,2013,42679,10057,2005-01-19
Toyota,Minivan,2003,70131,8983,2020-12-21
Chevrolet,Convertible,2011,69280,130469,2004-08-29
Honda,Truck,2016,20762,19995,2001-01-25
Ford,Convertible,2006,63703,114587,2001-10-16
Volkswagen,SUV,2008,68079,38886,2015-12-23
Mercedes-Benz,Minivan,2002,26577,89025,2011-09-11
Chevrolet,Minivan,2012,6214,95149,2009-04-23
Audi,Sedan,2014,53114,94020,2014-07-25
Honda,Coupe,2017,68230,2673,2018-06-07
Nissan,Minivan,2018,37980,165962,2018-04-10
Honda,Convertible,2000,72194,77513,2002-12-21
Volkswagen,Convertible,2005,42792,23466,2014-11-29
Audi,SUV,2022,50807,92545,2011-12-25
Honda,Coupe,2001,27301,50406,2005-05-17
Mercedes-Benz,SUV,2013,10141,134760,2014-03-05
Ford,Coupe,2005,18777,69284,2012-07-08
Audi,Minivan,2013,43346,114579,2020-08-26
Toyota,Minivan,2003,59703,13665,2000-08-30
